subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-592c0d,A-a7bd4b,2023-06-13,NULL,Pro,5,0,0,1,0,0,0,annual,1
S-ab24c6,A-4e631b,2024-10-15,NULL,Enterprise,22,4378,52536,0,0,1,0,annual,1
S-e32b34,A-4c56c9,2024-07-23,NULL,Basic,12,228,2736,0,0,0,0,monthly,1
S-191550,A-6c093d,2024-05-08,NULL,Basic,15,285,3420,0,1,0,0,monthly,1
S-c65c8b,A-bc4d48,2024-06-26,NULL,Basic,35,665,7980,0,0,0,0,annual,0
S-39e88c,A-3b37d9,2023-07-10,NULL,Pro,23,1127,13524,0,0,0,0,annual,1
S-9a08ff,A-a1bbb6,2023-06-07,NULL,Enterprise,16,3184,38208,0,0,0,0,annual,0
S-95d15a,A-9289f6,2024-12-05,NULL,Basic,13,247,2964,0,0,0,0,annual,1
S-7c5f3b,A-1e1b80,2024-04-30,NULL,Basic,50,950,11400,0,0,0,0,monthly,1
S-70af60,A-0354fe,2024-12-10,NULL,Basic,34,0,0,1,0,0,0,annual,1
S-175429,A-b54c01,2024-12-23,NULL,Basic,29,551,6612,0,0,0,0,annual,0
S-d36b9f,A-0cc442,2024-11-01,NULL,Enterprise,45,8955,107460,0,0,0,0,annual,0
S-65071f,A-b9f5b1,2024-08-11,NULL,Basic,43,817,9804,0,0,0,0,monthly,1
S-ab63e3,A-0354fe,2024-11-23,NULL,Basic,34,646,7752,0,0,0,0,annual,1
S-260d1e,A-337bc1,2024-03-05,NULL,Enterprise,31,6169,74028,0,0,0,0,annual,1
S-bdc6b7,A-7f29a7,2024-12-02,2024-12-25,Enterprise,41,8159,97908,0,0,0,1,monthly,0
S-1c3522,A-075038,2023-11-26,NULL,Pro,17,0,0,1,0,0,0,annual,1
S-891ad9,A-7988d1,2024-12-03,NULL,Basic,33,0,0,1,0,0,0,monthly,1
S-2c1ca6,A-118f1c,2024-11-11,NULL,Enterprise,32,6368,76416,0,0,0,0,monthly,0
S-11066a,A-779e4e,2023-02-12,2023-11-24,Pro,19,931,11172,0,0,0,1,annual,1
S-f4db1d,A-526d93,2024-07-05,NULL,Enterprise,43,0,0,1,0,0,0,annual,1
S-45baa6,A-0a282f,2024-10-08,NULL,Pro,4,196,2352,0,0,0,0,monthly,1
S-f74ac6,A-684255,2024-07-01,NULL,Pro,9,441,5292,0,0,0,0,monthly,1
S-bc1457,A-69b156,2024-10-06,NULL,Enterprise,7,1393,16716,0,0,1,0,annual,1
S-b8daaa,A-4bfa33,2024-12-25,NULL,Enterprise,8,0,0,1,0,0,0,annual,1
S-49aa80,A-a45270,2024-12-22,2024-12-30,Pro,3,147,1764,0,0,1,1,monthly,1
S-9740c1,A-9f0b68,2024-06-14,NULL,Enterprise,10,1990,23880,0,0,0,0,monthly,1
S-d6c9dc,A-80eeb6,2024-10-07,NULL,Basic,27,513,6156,0,0,0,0,annual,1
S-1e8c9e,A-c37cab,2024-12-13,NULL,Pro,13,637,7644,0,0,0,0,monthly,1
S-4c0b7b,A-e60f9d,2024-10-21,NULL,Basic,60,1140,13680,0,0,1,0,annual,1
S-e7b281,A-86902e,2024-05-05,NULL,Pro,34,1666,19992,0,0,0,0,monthly,1
S-761a0f,A-d792a6,2024-10-17,NULL,Enterprise,65,12935,155220,0,0,0,0,annual,1
S-859ee0,A-8bde0c,2024-12-26,NULL,Enterprise,28,5572,66864,0,0,0,0,monthly,1
S-924925,A-4d1e75,2024-11-17,NULL,Pro,31,1519,18228,0,0,0,0,monthly,0
S-c55cbb,A-798a3f,2024-09-11,NULL,Enterprise,12,0,0,1,0,0,0,monthly,1
S-872bdd,A-d3c88e,2024-10-23,NULL,Enterprise,16,3184,38208,0,0,0,0,annual,1
S-bf9b37,A-692f18,2024-05-25,NULL,Pro,6,294,3528,0,0,0,0,annual,1
S-51924b,A-67be94,2024-01-18,NULL,Basic,62,1178,14136,0,0,0,0,annual,1
S-b03125,A-fd9422,2024-12-20,NULL,Pro,58,2842,34104,0,0,1,0,annual,1
S-02ab8b,A-4e44e8,2024-11-03,NULL,Enterprise,75,14925,179100,0,0,0,0,monthly,1
S-de5d6e,A-e36807,2024-09-25,NULL,Basic,26,494,5928,0,0,0,0,monthly,1
S-e1fa5b,A-157070,2024-12-08,2024-12-25,Enterprise,16,3184,38208,0,0,0,1,monthly,1
S-b41494,A-b7724f,2023-06-03,NULL,Basic,33,627,7524,0,0,0,0,monthly,1
S-d7ccbd,A-db5e9e,2024-12-22,NULL,Pro,40,0,0,1,0,0,0,monthly,1
S-34f2f9,A-f19409,2024-09-16,NULL,Enterprise,23,4577,54924,0,0,0,0,annual,1
S-54d2a3,A-712f1c,2024-01-21,NULL,Enterprise,17,3383,40596,0,0,0,0,monthly,1
S-d1350e,A-6c093d,2024-07-27,NULL,Enterprise,61,12139,145668,0,0,0,0,annual,1
S-e76e80,A-832ec2,2024-01-02,NULL,Basic,25,0,0,1,0,0,0,monthly,1
S-f4097a,A-faa28c,2024-06-06,NULL,Enterprise,48,9552,114624,0,0,0,0,monthly,0
S-d4f02f,A-342303,2024-07-10,NULL,Pro,28,1372,16464,0,0,0,0,annual,1
S-bf3403,A-0cc442,2024-11-10,NULL,Enterprise,45,8955,107460,0,0,0,0,annual,0
S-0a83cc,A-d922bf,2024-02-16,NULL,Basic,5,0,0,1,0,0,0,annual,1
S-1a9fb7,A-b30291,2024-06-04,NULL,Enterprise,16,3184,38208,0,0,0,0,monthly,1
S-1a3627,A-86fc1d,2024-12-31,NULL,Basic,26,0,0,1,0,0,0,monthly,1
S-93f835,A-5a215a,2024-02-11,NULL,Pro,87,4263,51156,0,1,0,0,monthly,1
S-75e469,A-b78bf8,2024-12-28,NULL,Pro,33,1617,19404,0,0,0,0,monthly,1
S-409291,A-3932db,2024-10-29,NULL,Pro,36,1764,21168,0,0,0,0,annual,1
S-41cdf0,A-68f37c,2023-08-15,2023-11-03,Pro,17,0,0,1,1,0,1,monthly,1
S-5be27b,A-5b4ebb,2024-10-18,NULL,Enterprise,21,4179,50148,0,0,0,0,annual,1
S-8f7c91,A-ccb686,2024-12-11,NULL,Basic,11,209,2508,0,0,0,0,annual,1
S-aaed3e,A-e6afc1,2024-12-18,NULL,Pro,9,0,0,1,0,0,0,monthly,0
S-4fdfa3,A-5a3eb9,2024-11-09,NULL,Enterprise,18,3582,42984,0,0,0,0,monthly,1
S-f421c8,A-9badbd,2024-06-29,NULL,Basic,28,532,6384,0,0,0,0,annual,1
S-34553e,A-d49cc5,2024-06-25,NULL,Basic,50,950,11400,0,0,0,0,annual,0
S-e6a17a,A-039727,2024-12-19,2024-12-30,Enterprise,25,4975,59700,0,1,0,1,annual,1
S-9d36ff,A-2e3bad,2024-03-11,NULL,Enterprise,61,0,0,1,0,0,0,monthly,1
S-583ae2,A-726cfa,2024-01-05,NULL,Basic,17,323,3876,0,0,0,0,annual,0
S-e162d0,A-503d5a,2023-12-18,NULL,Basic,19,0,0,1,0,0,0,monthly,1
S-96383d,A-39ddf4,2024-12-29,NULL,Enterprise,40,7960,95520,0,0,0,0,annual,1
S-f0ad87,A-acb7f7,2024-10-13,NULL,Basic,32,0,0,1,0,0,0,annual,0
S-d619ad,A-bc4d48,2024-06-29,NULL,Pro,35,0,0,1,0,0,0,monthly,1
S-d65491,A-186a44,2024-12-17,NULL,Pro,20,0,0,1,0,0,0,annual,1
S-34cc51,A-118d55,2024-11-21,NULL,Basic,15,285,3420,0,0,0,0,annual,0
S-e4ba87,A-e40f45,2024-05-23,NULL,Basic,27,513,6156,0,0,0,0,annual,1
S-709484,A-bcf664,2024-08-22,NULL,Pro,8,392,4704,0,0,0,0,annual,1
S-631547,A-d82ef9,2024-11-28,NULL,Basic,26,0,0,1,0,0,0,annual,0
S-d7e65d,A-5a92e7,2024-08-30,NULL,Pro,20,980,11760,0,0,0,0,monthly,1
S-f32440,A-0a282f,2024-10-06,NULL,Basic,40,760,9120,0,0,0,0,monthly,1
S-44d025,A-d4ac0e,2024-11-29,NULL,Pro,18,882,10584,0,0,0,0,annual,1
S-e3a257,A-84ebe4,2024-02-14,NULL,Pro,18,882,10584,0,0,0,0,annual,1
S-6e0562,A-9bfc9f,2024-03-15,NULL,Pro,53,2597,31164,0,0,0,0,annual,1
S-11d378,A-f51f16,2024-02-18,NULL,Basic,24,456,5472,0,1,0,0,monthly,1
S-a69559,A-cd458b,2024-08-25,NULL,Basic,10,190,2280,0,0,0,0,monthly,0
S-984423,A-96e141,2024-08-21,NULL,Enterprise,25,4975,59700,0,0,0,0,monthly,1
S-49e3e5,A-6e7827,2023-06-11,NULL,Basic,9,171,2052,0,1,0,0,monthly,1
S-0b6e58,A-1e1b80,2024-07-05,NULL,Enterprise,50,9950,119400,0,0,0,0,annual,0
S-16ef7a,A-751c58,2024-12-16,NULL,Basic,16,0,0,1,0,0,0,monthly,1
S-3fb291,A-f51f16,2024-05-06,NULL,Enterprise,39,7761,93132,0,0,0,0,annual,1
S-f6cd70,A-2ebb4b,2023-10-14,NULL,Pro,41,2009,24108,0,0,0,0,annual,1
S-e7d026,A-0aaf6e,2024-12-25,NULL,Enterprise,88,17512,210144,0,0,0,0,annual,1
S-c2fd82,A-84ebe4,2024-06-29,2024-11-06,Enterprise,82,0,0,1,0,0,1,monthly,1
S-38131a,A-aa9511,2024-04-13,NULL,Enterprise,23,0,0,1,0,0,0,monthly,1
S-aa3a36,A-ccc747,2024-05-13,NULL,Enterprise,16,0,0,1,1,0,0,monthly,0
S-46eb1c,A-089363,2024-10-13,NULL,Basic,11,209,2508,0,0,0,0,annual,0
S-6ed77d,A-fe79a5,2024-05-22,NULL,Enterprise,9,1791,21492,0,0,0,0,monthly,1
S-f72b84,A-f44180,2024-06-22,NULL,Pro,9,441,5292,0,0,0,0,monthly,1
S-0f0d3a,A-ad296b,2024-11-16,2024-11-20,Basic,38,722,8664,0,0,0,1,annual,1
S-05b080,A-b9eed8,2024-06-21,NULL,Basic,11,209,2508,0,0,0,0,monthly,1
S-bae2c4,A-bb1486,2024-12-25,NULL,Pro,67,3283,39396,0,0,0,0,annual,1
S-8ca9f0,A-e693b6,2024-09-01,2024-09-06,Basic,55,1045,12540,0,0,0,1,annual,1
S-33eb1d,A-02fac6,2024-09-20,NULL,Enterprise,22,4378,52536,0,0,0,0,annual,0
S-45baac,A-1d5444,2024-05-31,NULL,Enterprise,24,4776,57312,0,0,0,0,monthly,0
S-e9dc6e,A-4437e4,2024-08-15,NULL,Pro,38,1862,22344,0,0,0,0,annual,1
S-871e83,A-8adedc,2024-03-21,NULL,Enterprise,14,2786,33432,0,0,0,0,annual,1
S-88a47f,A-4437e4,2024-12-23,NULL,Basic,9,171,2052,0,0,0,0,annual,1
S-9714fa,A-158f4e,2024-02-19,NULL,Pro,61,2989,35868,0,0,0,0,annual,1
S-c77c84,A-0be015,2024-12-31,NULL,Basic,19,0,0,1,0,0,0,monthly,0
S-86d360,A-b48f73,2024-11-23,NULL,Basic,80,1520,18240,0,0,0,0,monthly,1
S-c15fcc,A-fd9422,2024-08-25,2024-10-02,Basic,58,1102,13224,0,0,0,1,monthly,0
S-b0ed51,A-98a59a,2024-08-08,NULL,Enterprise,56,11144,133728,0,0,0,0,monthly,0
S-2e7756,A-b7b7b7,2024-08-27,NULL,Pro,67,3283,39396,0,0,0,0,annual,1
S-2fe253,A-1f0636,2024-02-28,2024-10-30,Pro,105,0,0,1,0,0,1,annual,1
S-a575f5,A-039727,2024-12-09,NULL,Basic,25,475,5700,0,0,0,0,annual,1
S-39bb68,A-d40bf7,2024-11-23,NULL,Basic,59,1121,13452,0,0,0,0,monthly,1
S-7685a3,A-6da850,2024-08-05,NULL,Basic,18,0,0,1,1,0,0,monthly,1
S-712f3a,A-eb1312,2024-11-20,2024-12-26,Basic,25,475,5700,0,0,0,1,monthly,1
S-dfa4c8,A-eb7fac,2024-01-21,2024-04-22,Pro,7,343,4116,0,0,0,1,annual,1
S-f3dd83,A-00bed1,2024-08-28,NULL,Enterprise,28,0,0,1,0,0,0,monthly,1
S-a900c2,A-4c56c9,2024-12-22,NULL,Enterprise,24,4776,57312,0,0,0,0,annual,0
S-302856,A-e1b9cd,2023-05-24,2024-08-25,Basic,40,760,9120,0,0,0,1,annual,1
S-51b668,A-82d8a6,2024-12-28,NULL,Basic,30,570,6840,0,0,0,0,monthly,1
S-310ae0,A-58b9ff,2024-09-13,2024-10-01,Enterprise,2,398,4776,0,0,0,1,monthly,1
S-21eeea,A-2b9d3e,2024-11-08,NULL,Pro,29,1421,17052,0,0,0,0,monthly,1
S-7b9b62,A-cb5333,2024-09-17,NULL,Pro,33,1617,19404,0,0,0,0,monthly,0
S-799da2,A-95b24a,2024-06-27,NULL,Pro,38,1862,22344,0,0,0,0,monthly,1
S-e82bdc,A-4c38bc,2024-03-17,NULL,Basic,36,684,8208,0,0,0,0,annual,1
S-879b43,A-3cc791,2024-03-26,NULL,Enterprise,6,1194,14328,0,0,0,0,monthly,1
S-6fd24b,A-7988d1,2024-08-19,NULL,Enterprise,33,6567,78804,0,0,0,0,monthly,1
S-d2e00a,A-4c56c9,2024-09-17,NULL,Enterprise,9,1791,21492,0,0,0,0,monthly,1
S-a916cb,A-eb7c38,2024-10-28,NULL,Enterprise,35,6965,83580,0,0,0,0,monthly,1
S-3fe1c3,A-0158bb,2024-10-23,NULL,Enterprise,20,0,0,1,0,0,0,monthly,1
S-dccf50,A-a09355,2024-11-28,NULL,Enterprise,23,4577,54924,0,0,0,0,annual,0
S-023f3c,A-b9eed8,2024-03-16,NULL,Enterprise,15,2985,35820,0,0,0,0,annual,0
S-c35f78,A-95b24a,2024-10-11,NULL,Pro,38,0,0,1,1,0,0,annual,1
S-eb15a1,A-2edab2,2024-11-30,NULL,Enterprise,17,3383,40596,0,0,0,0,monthly,1
S-079321,A-e1462e,2023-07-27,NULL,Pro,15,735,8820,0,0,0,0,annual,0
S-c25263,A-c7ffc2,2023-09-22,NULL,Basic,30,570,6840,0,1,0,0,annual,1
S-a86344,A-00bed1,2024-08-18,NULL,Pro,36,1764,21168,0,1,0,0,annual,1
S-4cdee1,A-8b25f2,2024-02-19,NULL,Enterprise,20,0,0,1,0,0,0,monthly,1
S-381c99,A-e7a1e2,2024-11-03,NULL,Basic,3,57,684,0,0,0,0,monthly,1
S-8e719f,A-4437e4,2024-08-16,NULL,Basic,11,209,2508,0,0,0,0,annual,1
S-d111f5,A-f03140,2024-05-25,NULL,Basic,27,513,6156,0,0,0,0,monthly,1
S-82484b,A-cab532,2024-11-22,NULL,Pro,21,1029,12348,0,0,0,0,annual,1
S-891eb4,A-716841,2024-09-20,NULL,Pro,45,2205,26460,0,0,0,0,annual,1
S-4e3e04,A-883b7d,2024-08-16,NULL,Enterprise,17,3383,40596,0,0,0,0,annual,0
S-7679b6,A-7f29a7,2024-10-14,NULL,Pro,41,2009,24108,0,0,0,0,annual,0
S-de9ce0,A-faa28c,2024-08-06,2024-12-26,Enterprise,48,9552,114624,0,0,0,1,annual,1
S-37d13a,A-029f69,2024-08-11,NULL,Enterprise,15,0,0,1,0,0,0,annual,1
S-7d0dea,A-69b156,2024-11-16,NULL,Pro,7,0,0,1,0,1,0,monthly,1
S-83c56d,A-716841,2024-12-13,NULL,Enterprise,45,8955,107460,0,0,0,0,monthly,1
S-5ee117,A-f5641b,2024-07-25,NULL,Pro,31,1519,18228,0,0,0,0,monthly,1
S-5e572d,A-94f8c9,2024-07-16,NULL,Enterprise,13,2587,31044,0,0,0,0,annual,0
S-7b29d1,A-80eeb6,2024-04-19,NULL,Enterprise,65,12935,155220,0,0,0,0,monthly,1
S-ff79f7,A-726cfa,2024-08-02,NULL,Enterprise,19,3781,45372,0,0,0,0,monthly,1
S-bb82ac,A-e19ff6,2023-10-29,NULL,Basic,38,722,8664,0,0,0,0,annual,1
S-b21a0b,A-b7ef83,2024-10-29,NULL,Pro,17,833,9996,0,0,0,0,monthly,1
S-711820,A-08e34e,2024-09-02,NULL,Basic,49,931,11172,0,0,0,0,annual,0
S-22365f,A-05f0e5,2023-06-11,NULL,Enterprise,32,6368,76416,0,0,0,0,annual,1
S-f0d2fd,A-19b2c8,2024-07-20,NULL,Enterprise,28,5572,66864,0,0,0,0,annual,1
S-f225d0,A-d4ac0e,2024-05-19,NULL,Basic,18,342,4104,0,0,0,0,annual,1
S-a10eb2,A-3c1a3f,2023-08-31,NULL,Basic,45,0,0,1,0,0,0,annual,0
S-78ffdd,A-503d5a,2023-11-07,NULL,Enterprise,12,2388,28656,0,0,0,0,monthly,1
S-97a010,A-dcc3f1,2024-03-22,NULL,Enterprise,21,0,0,1,0,0,0,monthly,1
S-7785af,A-a1b80b,2024-03-28,NULL,Enterprise,16,3184,38208,0,1,0,0,monthly,0
S-120ae3,A-781cc0,2024-09-24,NULL,Basic,34,646,7752,0,0,0,0,annual,1
S-37b59a,A-2d1036,2024-09-24,2024-12-18,Pro,69,3381,40572,0,0,0,1,annual,1
S-f36371,A-34d880,2024-07-22,NULL,Enterprise,35,6965,83580,0,0,0,0,monthly,0
S-329a60,A-c16cf7,2024-10-24,NULL,Basic,84,1596,19152,0,0,0,0,annual,1
S-5ca11a,A-309e54,2024-12-26,NULL,Enterprise,48,9552,114624,0,0,0,0,annual,1
S-c8fa77,A-56962b,2024-08-28,NULL,Basic,163,3097,37164,0,0,0,0,monthly,1
S-016b5f,A-977ca0,2024-04-08,NULL,Enterprise,6,0,0,1,0,0,0,monthly,1
S-cf2b4a,A-9f9299,2023-11-30,2024-08-15,Pro,28,1372,16464,0,0,0,1,monthly,1
S-6f1051,A-e98302,2024-02-01,NULL,Enterprise,34,6766,81192,0,0,0,0,annual,1
S-33db08,A-fa3095,2024-12-30,NULL,Basic,70,1330,15960,0,0,0,0,annual,1
S-4daf2d,A-297a2d,2024-11-05,NULL,Enterprise,27,5373,64476,0,0,0,0,annual,1
S-4ed997,A-d82ef9,2024-10-23,NULL,Pro,26,1274,15288,0,0,0,0,annual,1
S-8ae507,A-72799b,2024-03-16,NULL,Pro,20,980,11760,0,1,0,0,annual,0
S-3eb206,A-b179bf,2024-12-24,NULL,Enterprise,43,8557,102684,0,0,0,0,monthly,1
S-6643a2,A-331424,2024-01-04,NULL,Pro,11,0,0,1,0,0,0,monthly,1
S-41ca59,A-692f18,2024-07-18,NULL,Enterprise,37,7363,88356,0,0,0,0,monthly,1
S-720c17,A-4e0e85,2024-02-16,NULL,Pro,20,0,0,1,0,0,0,annual,1
S-afc545,A-0baac2,2024-10-14,NULL,Basic,33,627,7524,0,0,0,0,annual,1
S-5e6fc2,A-52dd88,2023-12-12,NULL,Basic,23,437,5244,0,0,0,0,annual,1
S-9dcef8,A-b30291,2024-09-27,NULL,Basic,41,779,9348,0,0,0,0,monthly,1
S-389426,A-922109,2024-07-04,NULL,Pro,3,147,1764,0,0,0,0,monthly,1
S-1131ff,A-0f7d77,2024-12-01,2024-12-31,Basic,3,0,0,1,0,0,1,monthly,1
S-c9da7a,A-0651a4,2024-11-10,NULL,Basic,16,304,3648,0,0,0,0,monthly,1
S-eabe72,A-5790f4,2024-12-26,NULL,Basic,33,627,7524,0,0,0,0,monthly,0
S-fffeb8,A-69fad4,2023-12-17,NULL,Enterprise,10,1990,23880,0,0,0,0,annual,1
S-92dede,A-9208f0,2023-08-28,NULL,Basic,4,76,912,0,0,0,0,monthly,1
S-8d122e,A-e6afc1,2024-07-12,NULL,Enterprise,16,3184,38208,0,0,0,0,monthly,1
S-285534,A-49b828,2024-11-09,NULL,Basic,13,247,2964,0,0,0,0,annual,1
S-1cebf9,A-dfbd31,2024-10-16,NULL,Pro,60,2940,35280,0,0,0,0,annual,1
S-36ad61,A-a09355,2024-10-19,NULL,Pro,14,686,8232,0,0,0,0,monthly,1
S-9fbee8,A-49b828,2024-10-09,NULL,Pro,10,490,5880,0,0,0,0,annual,1
S-d5d8ef,A-e51ec7,2024-10-11,NULL,Enterprise,83,16517,198204,0,0,0,0,monthly,0
S-418b7c,A-35083d,2024-10-17,NULL,Pro,19,931,11172,0,0,0,0,annual,1
S-506cbd,A-9c18c4,2023-08-29,2024-02-22,Enterprise,19,3781,45372,0,0,0,1,annual,0
S-ee5448,A-cc1d8d,2024-12-29,NULL,Basic,9,171,2052,0,0,0,0,annual,1
S-d32441,A-781cc0,2024-09-19,2024-11-24,Enterprise,12,2388,28656,0,0,0,1,annual,1
S-7f5316,A-856b1e,2024-10-17,NULL,Basic,19,0,0,1,0,0,0,monthly,1
S-bdf8bf,A-cdf020,2023-12-01,2024-09-23,Pro,31,1519,18228,0,0,0,1,monthly,1
S-795878,A-5b1bcd,2024-03-19,NULL,Enterprise,73,14527,174324,0,0,0,0,annual,1
S-2fc8fa,A-65a46c,2024-08-10,NULL,Pro,13,637,7644,0,1,0,0,monthly,0
S-c508b3,A-671f31,2024-12-24,NULL,Enterprise,59,11741,140892,0,0,0,0,annual,0
S-42d724,A-7a0d69,2024-08-01,NULL,Pro,4,0,0,1,0,0,0,annual,1
S-bd9394,A-039727,2024-11-28,NULL,Enterprise,64,0,0,1,1,0,0,annual,0
S-9b12da,A-702032,2024-12-13,2024-12-21,Pro,28,1372,16464,0,0,0,1,annual,1
S-3632aa,A-f25509,2024-05-28,NULL,Enterprise,32,6368,76416,0,0,0,0,monthly,1
S-9488ec,A-1e1b80,2023-11-02,NULL,Enterprise,50,9950,119400,0,0,0,0,annual,0
S-f40318,A-e19ff6,2024-03-25,NULL,Enterprise,14,0,0,1,0,0,0,annual,0
S-214edb,A-558c72,2024-06-25,NULL,Basic,77,1463,17556,0,0,0,0,monthly,1
S-d43a40,A-4e0e85,2024-09-20,NULL,Basic,15,0,0,1,0,0,0,annual,1
S-565c4b,A-7920cc,2023-11-27,NULL,Basic,39,741,8892,0,0,0,0,annual,1
S-1ebe39,A-0651a4,2024-11-02,NULL,Enterprise,19,3781,45372,0,0,0,0,annual,1
S-dc3bbc,A-80eeb6,2024-09-18,NULL,Pro,25,1225,14700,0,0,0,0,annual,1
S-937207,A-8bde0c,2024-12-28,NULL,Enterprise,12,2388,28656,0,0,0,0,monthly,1
S-14c8b9,A-aa9511,2023-11-29,NULL,Enterprise,33,6567,78804,0,0,0,0,monthly,1
S-fd648e,A-396e5f,2024-10-29,NULL,Pro,37,1813,21756,0,0,0,0,annual,0
S-3b3fac,A-7641d3,2024-11-21,NULL,Basic,10,190,2280,0,0,0,0,annual,1
S-561850,A-0a62f5,2024-10-23,NULL,Pro,16,784,9408,0,0,0,0,annual,1
S-2ded36,A-a1b80b,2024-09-08,NULL,Enterprise,16,3184,38208,0,1,0,0,annual,1
S-6904e6,A-39b19f,2023-02-23,NULL,Pro,16,784,9408,0,0,0,0,monthly,1
S-07f282,A-88c6ca,2024-11-19,NULL,Enterprise,5,995,11940,0,0,0,0,monthly,1
S-343743,A-2d1036,2024-08-25,NULL,Pro,69,3381,40572,0,0,0,0,annual,1
S-d92159,A-b30291,2024-12-22,NULL,Pro,5,245,2940,0,0,0,0,annual,1
S-a9916f,A-054577,2024-05-18,NULL,Pro,7,343,4116,0,0,0,0,annual,1
S-ec690c,A-328bd0,2023-10-11,NULL,Basic,18,342,4104,0,0,0,0,annual,1
S-ee2669,A-e43bf7,2024-12-29,NULL,Enterprise,44,8756,105072,0,0,0,0,annual,1
S-e6cfc1,A-1e6fc3,2024-01-11,2024-04-02,Basic,1,0,0,1,0,0,1,annual,1
S-195f9b,A-92a333,2024-02-08,NULL,Pro,14,686,8232,0,0,0,0,annual,1
S-704b48,A-a7bd4b,2023-11-15,2024-10-10,Enterprise,15,0,0,1,0,0,1,annual,0
S-a1d67e,A-bbc346,2024-12-20,NULL,Pro,20,980,11760,0,0,0,0,annual,0
S-55a3e4,A-f5641b,2024-12-21,NULL,Pro,31,1519,18228,0,0,0,0,annual,0
S-ffd591,A-157070,2024-02-11,2024-04-15,Basic,17,323,3876,0,1,0,1,monthly,1
S-f0972b,A-b7b7b7,2024-09-02,NULL,Enterprise,27,5373,64476,0,0,0,0,monthly,1
S-65491f,A-039727,2024-11-12,NULL,Pro,25,1225,14700,0,0,0,0,monthly,0
S-ad26e3,A-c37601,2024-11-04,2024-12-09,Pro,6,0,0,1,0,0,1,monthly,0
S-53fa80,A-462d45,2024-08-05,NULL,Enterprise,14,2786,33432,0,0,0,0,monthly,1
S-592443,A-c1dfe1,2024-05-01,NULL,Enterprise,26,5174,62088,0,0,1,0,monthly,0
S-6c6e91,A-2bc93d,2024-04-16,NULL,Pro,31,1519,18228,0,0,0,0,monthly,1
S-c17a35,A-1ac5e0,2024-11-25,NULL,Pro,33,1617,19404,0,0,0,0,monthly,0
S-3a79ac,A-f92792,2024-11-15,NULL,Basic,4,0,0,1,0,0,0,monthly,1
S-2f138c,A-ce66f8,2024-07-27,NULL,Pro,29,1421,17052,0,0,0,0,annual,1
S-d2b5db,A-db5e9e,2024-12-09,NULL,Pro,13,0,0,1,0,0,0,annual,0
S-b6c0a0,A-443b7c,2024-11-01,NULL,Basic,3,57,684,0,0,0,0,monthly,1
S-770018,A-149a69,2024-12-14,NULL,Enterprise,34,6766,81192,0,0,0,0,annual,0
S-18f7e5,A-2789e3,2024-12-04,NULL,Enterprise,30,5970,71640,0,0,0,0,annual,1
S-80632f,A-068fc6,2024-07-06,NULL,Pro,35,1715,20580,0,0,0,0,monthly,0
S-c0e639,A-7920cc,2024-01-07,NULL,Pro,50,0,0,1,0,0,0,annual,1
S-63606e,A-7a0d69,2024-09-28,NULL,Pro,4,196,2352,0,1,0,0,monthly,1
S-038c7d,A-712426,2024-11-10,NULL,Basic,9,0,0,1,0,0,0,monthly,1
S-0c03b0,A-39b19f,2023-11-23,NULL,Pro,36,1764,21168,0,0,0,0,monthly,0
S-18f829,A-a33200,2024-11-16,NULL,Pro,36,1764,21168,0,1,0,0,annual,1
S-4bfa1d,A-ce550d,2024-12-21,2024-12-30,Pro,35,1715,20580,0,0,0,1,monthly,1
S-c657b6,A-7c5768,2024-03-05,NULL,Enterprise,5,995,11940,0,0,0,0,annual,1
S-8b721c,A-8b25f2,2024-09-14,NULL,Enterprise,28,5572,66864,0,0,0,0,annual,1
S-290ee5,A-68f37c,2024-03-26,NULL,Basic,67,1273,15276,0,0,0,0,annual,1
S-f6f1e1,A-337bc1,2024-08-09,NULL,Basic,40,760,9120,0,1,0,0,annual,1
S-597873,A-05f0e5,2024-07-09,NULL,Enterprise,32,6368,76416,0,0,0,0,monthly,1
S-e50d84,A-0baac2,2024-12-11,NULL,Enterprise,14,2786,33432,0,0,0,0,annual,1
S-9ed535,A-4f18f0,2024-10-04,NULL,Enterprise,24,4776,57312,0,0,0,0,annual,1
S-e66f1a,A-fa2041,2024-07-16,NULL,Basic,20,0,0,1,0,0,0,monthly,1
S-c8ba3e,A-5b4ebb,2024-09-22,NULL,Basic,21,399,4788,0,0,0,0,annual,1
S-755e1b,A-e4144b,2024-12-18,NULL,Pro,41,2009,24108,0,0,0,0,annual,1
S-5cba26,A-8b25f2,2024-07-30,NULL,Basic,6,114,1368,0,0,0,0,monthly,1
S-579a24,A-32fb14,2024-09-04,NULL,Basic,26,494,5928,0,1,0,0,monthly,0
S-e561b9,A-d26ab4,2024-11-13,2024-11-30,Pro,18,882,10584,0,0,1,1,monthly,1
S-8ae804,A-0dbdc6,2024-05-05,NULL,Enterprise,50,9950,119400,0,0,0,0,monthly,1
S-d97ff1,A-7d514c,2024-03-20,NULL,Basic,17,323,3876,0,0,0,0,monthly,1
S-bb8429,A-dbc825,2024-04-27,NULL,Pro,19,931,11172,0,0,0,0,annual,1
S-78ba09,A-f97b9a,2024-11-30,NULL,Pro,54,2646,31752,0,1,0,0,annual,0
